GEOID20,COUNTYFP20,POP20,jobs,wac_row_present,inside_weight,outside_population,outside_jobs
170318433001005,031,112,0.0,False,1.0000000000000002,-2.4868995751603507e-14,-0.0
170318386001010,031,66,0.0,False,1.0,0.0,0.0
170318431001013,031,194,2.0,True,0.9999999999999998,4.3076653355456074e-14,4.440892098500626e-16
170318415001021,031,0,0.0,False,1.0,0.0,0.0
170318415001024,031,0,0.0,False,1.0000000000000002,-0.0,-0.0
170318415002008,031,48,0.0,False,1.0,0.0,0.0
170318412003007,031,168,0.0,False,1.0000000000000002,-3.730349362740526e-14,-0.0
170318412002011,031,145,6.0,True,1.0000000000000002,-3.219646771412954e-14,-1.3322676295501878e-15
170318412002009,031,118,0.0,False,1.0000000000000002,-2.6201263381153694e-14,-0.0
170318433001028,031,0,297.0,True,1.0000000000000009,-0.0,-2.637889906509372e-13
170313108002008,031,72,3.0,True,0.9999999999999996,3.197442310920451e-14,1.3322676295501878e-15
170313108002007,031,0,0.0,False,1.0000000000000002,-0.0,-0.0
170313103001026,031,15,147.0,True,1.0,0.0,0.0
170313103001019,031,259,254.0,True,0.9999999999999997,8.626432901337466e-14,8.459899447643693e-14
170313103001017,031,139,2.0,True,0.9999999999999998,3.086420008457935e-14,4.440892098500626e-16
170313104001011,031,103,0.0,False,1.0000000000000004,-4.574118861455645e-14,-0.0
170313105001012,031,177,10.0,True,1.0000000000000004,-7.860379014346108e-14,-4.440892098500626e-15
