district_id,family_id,feature_name,coverage_fraction,coverage_definition,quality_status,n_entities,n_missing
34,M6,street_class_model_share_arterial,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M6,street_class_model_share_coletora,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M6,street_class_model_share_local,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M6,street_class_model_share_rodovia,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M6,street_class_model_share_via_de_pedestres,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M6,street_class_model_share_vtr,0.9048767197283181,eligible source records,assumed_local_residual,2275,0
34,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,1071,0
34,M3,block_log_area_median,1.0,eligible source records,computed,581,0
34,M3,block_log_area_iqr,1.0,eligible source records,computed,581,0
34,M4,block_compactness_median,1.0,eligible source records,computed,581,0
34,M4,block_compactness_iqr,1.0,eligible source records,computed,581,0
34,M4,block_elongation_median,1.0,eligible source records,computed,581,0
34,M4,block_elongation_iqr,1.0,eligible source records,computed,581,0
34,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,20090,0
34,B2,cadastral_floor_count_median,0.9752613240418119,eligible source records,cadastral_proxy,19593,497
34,B2,cadastral_floor_count_p90,0.9752613240418119,eligible source records,cadastral_proxy,19593,497
34,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,52944,0
